index,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,0.2274433192621963,0.3285016841879926,0.2294927658396351,0.3759092533778783,0.3694562618565264,0.3161130915099915,0.6911659966444164,0.2136582203548097,0.3727852473577113,0.7520805736006784,0.2669169824837368,0.2887879387820377,0.962649309673569,0.1506606395065551,0.7895204487178301,0.0403789551908902,0.5551724137931036,0.2850208123716505,0.3750611646578006,0.4427847092740603,0.0210993449067513,0.9742695551804798,0.1144738055487347,0.4270298051594884,0.2313361410539822,0.2856475344347355,0.9356927019415068,0.5796923236774021,0.1074041615411295,0.5599130910270005,0.2960541400924632,0.7554476383889324,0.1370092733463633,0.1905000886115059,0.5928595822670628,0.7683622416762856,0.4052928726271313,1.0,0.2472051298026622,0.8502970519851142,0.2168165960608783,0.947989915587289,0.2092569469891578,0.776192514988843,0.0686549889397555,0.7372813204138865,0.1251799946491066,0.8228349405155092,0.1847414416919081,0.9182113042693558,0.1276976680620891,0.5780542048016588,0.0963768995613699,0.9680188373756572,0.2632873657521308,0.3830016450885332,0.273994753493512,0
1,0.5415612907026504,0.1766473557704415,0.2585978761507084,0.122565841156582,0.4244022081577491,0.3025850669300617,0.6053670656288763,0.1297728795076288,0.3926885318320028,0.3044635300871158,0.4422799946897642,0.3444768416645081,0.9633133230846848,0.0908295586176282,0.7315695916469241,0.1040626549555372,0.5551724137931036,0.5068930294277663,0.4378464543281917,0.4675202777817407,0.3074171476810073,0.3983760992050494,0.0511526624335828,0.6765111107945512,0.1967808919720077,0.4012139848397166,0.1985010883968278,0.3415660995918373,0.0534889885083694,0.6222010961689188,0.0677043067715051,0.6586443518761378,0.1078086442966874,0.4195483407065994,0.4244689287807119,0.8149783398909547,0.3627651225108248,0.6595820402590881,0.2403107188814233,0.7389171083249972,0.5204063360425104,0.9540172835249922,0.2659820691644366,0.6163057396301751,0.0206794519579125,0.6898515680946031,0.1339183126434489,0.7228016935656599,0.1289270810460662,0.5033521755028993,0.1663768791449081,0.669231883129463,0.1022047564199352,0.673946981135182,0.2027901092923197,0.4631914015939358,0.5172772348858736,0
2,0.1123095194918544,0.1553016392958026,0.6031536471360649,0.8590711408480795,0.0671973151742659,0.2202008561342217,0.1653825161338469,1.0000000000000002,0.0755386791610469,0.4084234241933032,0.1534933584484086,0.0396314202033658,0.835330276524504,0.550709749147746,0.7017052722948116,0.0915387757656297,0.3821839080459769,0.3341426159231024,0.6869254410252932,0.8077975766528135,0.6989385495743297,0.8283809234433426,0.300435923886142,0.1443411907736609,0.7394049838746033,0.3583779277441701,0.5525483551698691,0.3313151842759865,0.0891195683394587,0.4920146174462487,0.5163227692945765,0.5268266910735337,0.7893760705527136,0.6293706368871075,0.3874482681416726,0.4889143850397832,0.0548507507932936,0.569480032332143,0.600695944005005,0.4485595175958035,0.521216899895113,0.4749540715247071,0.8644726271350687,0.4759655336631273,0.3225749915514494,0.5435030562180156,0.0750551814293089,0.5110500249213599,0.2104874583137796,0.5131783199868981,0.1619850330154071,0.4821672221270716,0.1327148479746893,0.5208673409782963,0.2632764583087457,0.4754802016754588,0.3208713361766077,0
3,0.1062802264518365,0.1717217210470139,0.1708796215840764,0.1114286613535138,0.2729249207873151,0.0751911347841283,0.3690110606525147,0.1014777468133956,0.2428048442353694,0.0870820083884251,0.3343344296130788,0.1561401076734776,0.9648896271417946,0.0795264274182848,0.7994698949901484,0.0186967434879631,0.6704980842911878,0.2969252737077072,0.2181713079142823,0.5556595066608577,0.2175169691891235,0.0698727310913071,0.3018024712698363,0.5748204515564316,0.2007118465890556,0.1906112990854754,0.6006287165770605,0.5638766305404302,0.3781175720527017,0.6257414094548295,0.4087250943867077,0.49243040795872,0.2590345497895926,0.5504832178045921,0.6148806706139307,0.6497364941756614,0.2225464044802808,0.6251859860318056,0.4949939149402296,0.6042592874137787,0.3425327441129447,0.7631795139394948,0.4561080401801261,0.4544405986973291,0.466205859308304,0.407112163097459,0.2143573240093733,0.4115853843177187,0.324900048138254,0.6396264907211009,0.4426537769913542,0.6099098645632937,0.296541491251035,0.4286638964848624,0.4220101573541756,0.733641458275648,0.7203079290096475,0
4,0.811081291971498,0.5310077695646873,0.861338048203903,0.3680385252341493,1.0,0.5135708566761412,0.9999999999999998,0.0920981698333893,1.0,0.4121864788104643,0.9999999999999998,0.7634891492551749,0.9651881871691992,0.4575171228210999,0.7920745210381053,1.0,0.3821839080459769,1.0000000000000002,0.032459027326202,0.0,0.2424609763163386,0.204252604775416,0.2489246688720742,0.351517360747793,0.6135420217452641,0.5600147010596508,0.990326389145302,0.5271568652343491,0.2828305066911365,0.4918022315108433,0.2533446061162934,0.682095810307881,0.3382637464600806,0.6459830275255425,0.4213887735584582,0.6457946278720776,0.2059568169515149,0.7111766582612352,0.2434891908370995,0.7244388623178372,0.3651054931296028,0.7297541921319091,0.1059463594836189,0.6210199194168163,0.202860199844531,0.6877873421676016,0.1596273947609849,1.0,0.1127879313584169,1.0,0.3279074130018845,0.9669537091371598,0.2493444846262036,0.7136787165829069,0.2200159811400731,0.7820120616300602,0.2062174529292793,0
5,0.4476980373408479,0.6208697033428603,0.6361036583843825,0.365713116053704,0.2501491599174703,0.3173116828744141,0.5929828596007665,0.2111925005318163,0.2472956778780858,0.3930781740340576,0.0544274088305206,0.1797990766992007,0.9645967212981484,0.4856875887616814,0.7928738214401965,0.1040674527055872,0.2586206896551724,0.4940287936992621,0.0335329748912778,0.394010221472555,0.1925352311205117,0.673084093085034,0.0,0.7950748503254825,0.287286644585503,0.9323632027105232,0.3743775861911942,0.7244803096406467,0.0938877265913969,0.7178486317605566,0.1226500240759074,0.563316904436757,0.2211196894610916,0.1467262508326365,0.1676104373408131,0.3554495672340786,0.1137757972591433,0.2459062723766782,0.2458837530282535,0.7398597371257363,0.1898540875130668,0.4296031495314757,0.1629579646272712,0.032218763204756,0.1764885864731861,0.1915223142379594,0.0409767843424493,0.5341943970281517,0.2335776121952786,0.3582885467716216,0.2713559765799203,0.3904266686337715,0.1414760071804754,0.352588544891398,0.1779903485744905,0.4123700490670329,0.183710783009033,0
6,0.4529191430620474,0.5291212093994897,0.202329334832689,0.1517841516554676,0.2640235684309886,0.3572455034658585,0.4501823443215351,0.4527316700808422,0.2529745428570086,0.4325835633967276,0.1784264169186107,0.1548767664939294,0.9653788073529362,0.0932728154359729,0.7887327839356939,0.0496792290512667,0.3821839080459769,0.2600235879157495,0.5989523320202444,0.4124707671811057,0.3777122667223221,0.5328304650901158,0.3740755428850566,0.7394255782090668,0.6012037819112992,0.5332774773407274,0.7066854385967758,0.6484261404579423,0.5508479347284906,0.678357535561477,0.096205089736183,0.5071243666951859,0.6939357326029642,0.499076859605454,0.3829918011369131,0.4048433410493065,0.2284596663213213,0.3986583708816637,0.7926638068868019,0.5363598315420065,0.6568173913595199,0.7417597751471401,0.4191673584861659,0.4818220426005259,0.3713616501636207,0.6478905621819598,0.3539082956923998,0.4771661035248445,0.4090984161371976,0.4649639746595378,0.2978732611166256,0.4066876292667437,0.3643525562562735,0.5903173965552975,0.3823097771456274,0.5467053411311837,0.3716466387302686,0
7,0.331779489559078,0.3509594731047221,0.6507822994238357,0.3410163916868478,0.3340546195367778,0.465909577779546,0.6281133680916771,0.4905407329537505,0.3527005625290781,0.8242354555798801,0.2034271057463259,0.2702131355660388,0.6873865961235812,0.4756653481308281,0.4425902249310803,0.1506382224285217,0.6098003629764066,0.5642076720751042,0.3058235130256703,0.5499066634914332,0.4433581861735765,0.6704939981875931,0.0598441425417001,0.3470153652412824,0.8945741007399544,0.8149365496778382,0.502581505154009,0.4171646138107577,0.1322708501792739,0.3562864098615499,0.7619256641617,0.7479367177656037,0.3397318352962668,0.6169772308702064,0.3985680228097799,0.4082325792884558,0.7075254121592105,0.6079893654094749,0.4790689460783598,0.4571724505912395,0.5997287064206891,0.419352605989374,0.8410137137076228,0.6138382500923844,0.2608585774683306,0.3782862193633034,0.2275403786835654,0.6705376585209776,0.177132856122788,0.5415980143220454,0.1073073525815315,0.5119300387899139,0.3096007245207109,0.6559138816530035,0.1424964023449361,0.5752361542541943,0.2451962006367548,0
8,0.1705744028855975,0.382432731148894,0.1521991858533094,0.0604709201632905,0.5464300770433818,0.6060335049114851,0.7010732615888431,0.2134799835762323,0.5399790402699388,0.5042318837383464,0.4200421312079031,0.6254361316692514,0.9646889066158988,0.057672687925981,0.7961056549884797,0.0153304282337779,0.6704980842911878,0.3527090267401541,0.2637910740225264,0.2463476398099687,0.3484196615195796,0.4424967684374569,0.1619267353563351,0.8155281694723733,0.2339068310599643,0.3338243665031734,0.3702449399413784,0.555816087206091,0.0992323464811456,0.6898909876742783,0.1212124229358393,0.3022627038168355,0.1600713362154595,0.531672156449353,0.3077205640456511,0.7930874516777818,0.4370142626720182,0.3778842348723181,0.1146232914395878,0.7360888035860752,0.2015444435778802,0.5519169533266076,0.1992443508258006,0.5148281631346421,0.2495195395753812,0.2052763549971729,0.1094784429937893,0.294863339929614,0.1377799094997576,0.5469277014705566,0.3827739271790888,0.5671537106175935,0.1951374748144766,0.483553452059642,0.3718550084384641,0.7423458697512981,0.5191046949121328,0
9,0.3757466298377852,0.4489459349586235,0.1035210186841759,0.0218424133018524,0.2574707573438831,0.1879194488913955,0.5309901865334989,0.1871130476579224,0.2454779147418335,0.2568036736978171,0.1365481966490406,0.1511393319930017,0.9647041169022542,0.0305009794058319,0.7991961133224483,0.0108400106873953,1.0,0.2257357053347355,0.0704938761242384,0.5142480567240147,0.1381223463739358,0.4981244153816656,0.0669817053111543,0.6648817807278438,0.2728318098408178,0.493958360629929,0.5630102797779588,0.6229730099785459,0.1654109166645864,0.876979716693008,0.1297566411502709,0.4251160653019317,0.004656128779736,0.5387697277881511,0.1442399155713031,0.7448226946868082,0.2295977875817852,0.1740709955317068,0.1648544339177316,0.6663745411127175,0.0489690690077678,0.5774457380619051,0.0952221966969047,0.431533703243931,0.1124914506764125,0.1728881429346901,0.0681747943212811,0.1623989702612492,0.0444739595543294,0.2442113849393506,0.0775980665487031,0.453005017393819,0.1441735859285,0.3496236366777367,0.471571655252865,0.8068515985421866,0.6656945832217511,0
